Network_name;ACCESS1;bcc-csm1-1;BNU-ESM;CanESM2;CCSM4;CESM1-BGC;CESM1-CAM5;CMCC-CM;CMCC-CMS;CNRM-CM5;CSIRO-Mk3-6-0;FGOALS-g2;FIO-ESM;GFDL-CM3;GFDL-ESM2G;GFDL-ESM2M;GISS-E2-H;GISS-E2-H-CC;GISS-E2-R;GISS-E2-R-CC;HadGEM2-AO;HadGEM2-CC;inmcm4;IPSL-CM5A-LR;IPSL-CM5A-MR;MIROC-ESM;MIROC-ESM-CHEM;MIROC5;MPI-ESM-LR;MPI-ESM-MR;MRI-CGCM3;NorESM1-M
1_alarcon_co.csv;#VALUE!;#VALUE!;#VALUE!;#VALUE!;#VALUE!;#VALUE!;#VALUE!;#VALUE!;#VALUE!;#VALUE!;#VALUE!;#VALUE!;#VALUE!;#VALUE!;#VALUE!;#VALUE!;#VALUE!;#VALUE!;#VALUE!;#VALUE!;#VALUE!;#VALUE!;#VALUE!;#VALUE!;#VALUE!;#VALUE!;#VALUE!;#VALUE!;#VALUE!;#VALUE!;#VALUE!;#VALUE!
2_alarcon_ca.csv;0.191;0.1445;0;0;0;0.236;0;0.0275;0;0.1835;0.016;0.1875;0.217;0.0995;0;0.0785;0.2225;0.23;0.247;0.0415;0.2235;0.2365;0.244;0.053;0.24;0;0;0;0.243;0;0.2335;0
4_Ortiz-Pulido_pino-ensino.csv;0;0;0.044;0;0.015;0;0.085;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5_Ortiz-Pulido_bosques.csv;0;0;0.142;0;0.065;0;0.241333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.044;0;0;0;0;0;0;0;0;0;0
6_Ortiz-Pulido_matorral.csv;0.0784;0;0.2547;0;0.1409;0;0.3644;0;0.0612;0;0.0178;0;0.0178;0.0294;0;0;0;0;0;0;0;0.0601;0;0;0;0.0056;0.0112;0;0;0.0154;0;0
7_Ortiz-Pulido_pachuca.csv;0;0.0025;0.247333333;0;0.045666667;0;0.244833333;0;0.1165;0;0.0565;0;0;0;0.0025;0;0;0;0;0;0;0;0.005;0.053333333;0.025;0;0;0.040833333;0;0;0;0.02
8_arizmendi.csv;0.449;0.408;0.27225;0.50125;0.37175;0.4885;0.45;0.30475;0.07625;0.0195;0.4495;0.47675;0.192;0.385;0.47925;0.4815;0.241;0.15975;0.19875;0.183;0.4915;0.485;0.10525;0.49375;0.39575;0.2725;0.479;0.4555;0.178;0.32775;0.3505;0.454
9_ornelas.csv;0.029333333;0.388083333;0.561575397;0;0.235333333;0;0.333805556;0.017416667;0.260162698;0.021083333;0.195353175;0.055916667;0.080511905;0;0.230940476;0.0055;0.025666667;0;0;0;0;0.118535714;0.412611111;0.734297619;0.698571429;0.1375;0.423222222;0.274400794;0;0;0.023833333;0.344777778
10_lara3.csv;0.523454545;0.712727273;0.290272727;0.078;0.195363636;0.126545455;0.268;0.408272727;0.093454545;0.305818182;0.242636364;0.517181818;0.223272727;0.164909091;0.257545455;0.292909091;0.460545455;0.273454545;0.108818182;0.213818182;0.177090909;0.229090909;0.257818182;0.693909091;0.645545455;0.667454545;0.456636364;0.210454545;0.117636364;0.125272727;0.343272727;0.466181818
11_lara2.csv;0.219736842;0.101526316;0.099289474;0.064421053;0.070105263;0.085868421;0.175631579;0.169210526;0.055578947;0.018631579;0.059657895;0.093578947;0.005684211;0.092421053;0.011973684;0.064684211;0.092131579;0.039131579;0.044052632;0.007342105;0.089684211;0.115736842;0.008684211;0.125605263;0.086368421;0.287421053;0.156315789;0.071394737;0.064;0.065315789;0.083157895;0.025842105
