Network_name;ACCESS1;bcc-csm1-1;BNU-ESM;CanESM2;CCSM4;CESM1-BGC;CESM1-CAM5;CMCC-CM;CMCC-CMS;CNRM-CM5;CSIRO-Mk3-6-0;FGOALS-g2;FIO-ESM;GFDL-CM3;GFDL-ESM2G;GFDL-ESM2M;GISS-E2-H;GISS-E2-H-CC;GISS-E2-R;GISS-E2-R-CC;HadGEM2-AO;HadGEM2-CC;inmcm4;IPSL-CM5A-LR;IPSL-CM5A-MR;MIROC-ESM;MIROC-ESM-CHEM;MIROC5;MPI-ESM-LR;MPI-ESM-MR;MRI-CGCM3;NorESM1-M
1_alarcon_co.csv;0.153;0.122;0.076;0.146;0.053;0.103;0.12;0.112;0.082;0.08;0.139;0.077;0.065;0.098;0.102;0.106;0.097;0.089;0.103;0.092;0.173;0.107;0.093;0.112;0.15;0.113;0.131;0.115;0.149;0.085;0.085;0.077
2_alarcon_ca.csv;0.1815;0.34425;0.34725;0.39;0.33125;0.193;0.38125;0.33875;0.35175;0.36675;0.357;0.2995;0.3065;0.33025;0.32525;0.31425;0.278;0.286;0.27425;0.309;0.2155;0.28725;0.2435;0.32125;0.287;0.37625;0.392;0.31525;0.2885;0.39675;0.1915;0.391
4_Ortiz-Pulido_pino-ensino.csv;0.3124375;0.3405;0.210125;0.2713125;0.223;0.3003125;0.205625;0.2888125;0.2235625;0.2443125;0.23075;0.3186875;0.222875;0.2511875;0.2664375;0.2900625;0.2676875;0.2299375;0.2419375;0.233625;0.2869375;0.2550625;0.2506875;0.2888125;0.2981875;0.2885;0.282625;0.25475;0.2813125;0.244625;0.30325;0.2426875
5_Ortiz-Pulido_bosques.csv;0.30775;0.3433125;0.2113125;0.2704375;0.229375;0.297375;0.209;0.282;0.2186875;0.2435;0.2356875;0.31975;0.227875;0.2463125;0.2725625;0.291875;0.2658125;0.23225;0.240125;0.2325;0.2901875;0.25375;0.2495625;0.285875;0.304125;0.2953125;0.2781875;0.261625;0.2790625;0.240375;0.302;0.242125
6_Ortiz-Pulido_matorral.csv;0.33875;0.326;0.2043125;0.289375;0.2286875;0.3226875;0.2055625;0.318875;0.224625;0.260625;0.24625;0.336;0.2329375;0.2589375;0.2875625;0.311;0.2975625;0.2445625;0.2579375;0.2459375;0.307125;0.2658125;0.2625;0.302125;0.3074375;0.3221875;0.305625;0.2703125;0.2974375;0.25525;0.3196875;0.25025
7_Ortiz-Pulido_pachuca.csv;0.361;0.312;0.16525;0.265083333;0.201166667;0.277333333;0.182;0.332083333;0.192916667;0.23775;0.199666667;0.344;0.20525;0.22825;0.223333333;0.285916667;0.3125;0.226;0.25325;0.217083333;0.23875;0.2415;0.232416667;0.231416667;0.26325;0.357666667;0.23425;0.201833333;0.251833333;0.225083333;0.28875;0.195416667
8_arizmendi.csv;0.104333333;0.127333333;0.165555556;0.065111111;0.133555556;0.077777778;0.104444444;0.162555556;0.238777778;0.26;0.099444444;0.088555556;0.184222222;0.133111111;0.098888889;0.051777778;0.164222222;0.191;0.187777778;0.194666667;0.061;0.088111111;0.230666667;0.068666667;0.032;0.170333333;0.084555556;0.042111111;0.195222222;0.155777778;0.130888889;0.099555556
9_ornelas.csv;0.3977;0.29315;0.20395;0.2843;0.25305;0.3098;0.2577;0.35125;0.2313;0.2796;0.23985;0.3455;0.25415;0.30125;0.23865;0.3056;0.32745;0.28645;0.26525;0.27165;0.31905;0.28055;0.21575;0.1721;0.19815;0.39075;0.2861;0.23295;0.3072;0.2933;0.328;0.2503
10_lara3.csv;0.2452;0.1308;0.2702;0.241;0.2958;0.2444;0.3084;0.233;0.2454;0.2116;0.2052;0.1962;0.2198;0.2808;0.2242;0.2124;0.1964;0.2218;0.2424;0.2074;0.2874;0.2908;0.2292;0.1296;0.1524;0.1948;0.373;0.275;0.257;0.2414;0.1974;0.1814
11_lara2.csv;0.389071429;0.360142857;0.345357143;0.379285714;0.361142857;0.377214286;0.352142857;0.371857143;0.352714286;0.369928571;0.345928571;0.378214286;0.365285714;0.3705;0.354428571;0.373928571;0.370357143;0.371571429;0.373285714;0.364857143;0.370857143;0.356357143;0.368928571;0.358642857;0.36;0.354428571;0.354;0.354642857;0.368142857;0.371357143;0.375071429;0.352071429
