Network_name;ACCESS1;bcc-csm1-1;BNU-ESM;CanESM2;CCSM4;CESM1-BGC;CESM1-CAM5;CMCC-CM;CMCC-CMS;CNRM-CM5;CSIRO-Mk3-6-0;FGOALS-g2;FIO-ESM;GFDL-CM3;GFDL-ESM2G;GFDL-ESM2M;GISS-E2-H;GISS-E2-H-CC;GISS-E2-R;GISS-E2-R-CC;HadGEM2-AO;HadGEM2-CC;inmcm4;IPSL-CM5A-LR;IPSL-CM5A-MR;MIROC-ESM;MIROC-ESM-CHEM;MIROC5;MPI-ESM-LR;MPI-ESM-MR;MRI-CGCM3;NorESM1-M
1_alarcon_co.csv;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2_alarcon_ca.csv;0.7415;0.164;0;0;0;0.6485;0;0.027;0;0.248;0.015;0.266;0.2925;0.1125;0;0.091;0.3695;0.3805;0.511;0.046;0.6515;0.392;0.3785;0.0635;0.4365;0;0;0;0.4065;0;0.633;0
4_Ortiz-Pulido_pino-ensino.csv;0;0;0.0595;0;0.013;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5_Ortiz-Pulido_bosques.csv;0;0;0.076;0;0.032;0;0.155333333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.017666667;0;0;0;0;0;0;0;0;0;0
6_Ortiz-Pulido_matorral.csv;0.043666667;0;0.166333333;0;0.064;0;0.27;0;0.033333333;0;0.008666667;0;0.011;0.012;0;0;0;0;0;0;0;0.036333333;0;0;0;0.002333333;0.008;0;0;0.006333333;0;0
7_Ortiz-Pulido_pachuca.csv;0;0.001333333;0.059666667;0;0.010666667;0;0.064333333;0;0.023833333;0;0.009833333;0;0;0;0.000333333;0;0;0;0;0;0;0;0.0015;0.011666667;0.005833333;0;0;0.006666667;0;0;0;0.004166667
8_arizmendi.csv;0.2445;0.20375;0.11925;0.383;0.156;0.3295;0.2405;0.12475;0.031;0.011;0.2705;0.33375;0.07925;0.16725;0.29375;0.4515;0.1025;0.065;0.07725;0.06825;0.3925;0.307;0.0405;0.37025;0.599;0.101;0.308;0.52325;0.06175;0.14325;0.18075;0.252
9_ornelas.csv;0.002833333;0.044333333;0.079833333;0;0.021083333;0;0.032916667;0.000916667;0.02925;0.001416667;0.0185;0.005583333;0.006416667;0;0.025583333;0.000583333;0.0015;0;0;0;0;0.012;0.050833333;0.175166667;0.1195;0.011166667;0.05075;0.02725;0;0;0.002166667;0.036916667
10_lara3.csv;0.076818182;0.140090909;0.033636364;0.009;0.018727273;0.016;0.028272727;0.049636364;0.011545455;0.036;0.029909091;0.075545455;0.025454545;0.016454545;0.027272727;0.039181818;0.064454545;0.030636364;0.013636364;0.020636364;0.018272727;0.024636364;0.030272727;0.147;0.111181818;0.111636364;0.060272727;0.022636364;0.010818182;0.014181818;0.042;0.062454545
11_lara2.csv;0.0602;0.0248;0.028;0.0162;0.0186;0.0236;0.0402;0.0484;0.0146;0.0054;0.0124;0.025;0.0018;0.0236;0.0016;0.0242;0.0238;0.009;0.0086;0.003;0.022;0.0314;0.0038;0.0384;0.0204;0.0754;0.0426;0.0206;0.0162;0.0146;0.0188;0.0062
12_lara1.csv;0.110666667;0.066166667;0.007166667;0.044666667;0.012833333;0.037333333;0.0185;0.106;0.005833333;0.016666667;0.002;0.097;0.001666667;0.033;0.011333333;0.0915;0.106;0.028666667;0.055833333;0.005166667;0.0235;0.023333333;0.021666667;0.078;0.095;0.112166667;0.033166667;0.007333333;0.016666667;0.017;0.047833333;0.005666667
20_snow72.csv;0.126777778;0.004888889;0.132333333;0.151555556;0.096;0.222222222;0.141888889;0.308777778;0.290222222;0.017888889;0.076111111;0.020111111;0.071444444;0.088111111;0.022555556;0.063111111;0.025888889;0.014888889;0.023;0.017666667;0.176666667;0.268;0.050444444;0.104;0.051666667;0.027111111;0.068222222;0.031444444;0.342555556;0.333888889;0.101444444;0.051555556
21_mang50.csv;0.525125;0.0025;0.022375;0.005875;0;0;0;0.087625;0;0.002125;0;0.438125;0;0.453875;0.12775;0.82275;0.0885;0;0.05425;0.05775;0.974875;0.47925;0;0;0;0.721375;0.3225;0.61925;0.107375;0.11025;0;0.1885
22_mang1000.csv;0.658875;0;0.04225;0.04475;0;0;0;0.196375;0;0;0;0.539875;0;0.575125;0.16175;0.863;0.15175;0;0.09775;0.074375;0.97575;0.61725;0;0;0;0.775875;0.40125;0.72725;0.16275;0.209125;0;0.331125
23_mang2000.csv;0.764666667;0;0.037888889;0.070111111;0;0;0;0.283;0;0.001333333;0.006222222;0.667333333;0;0.705666667;0.205666667;0.935;0.212444444;0;0.135888889;0.101888889;0.993222222;0.712666667;0;0;0;0.88;0.480111111;0.839111111;0.216111111;0.297444444;0;0.427666667
24_wolf1.csv;0.3625;0;0.05875;0.02775;0.1985;0.26375;0.02425;0.01825;0.01125;0.00025;0.28725;0.07;0.111;0.22325;0;0.819;0;0.034;0;0;0.98725;0.325;0.13775;0.5955;0.20375;0.351;0.03775;0.583;0;0;0;0.038
25_wolf2.csv;0.6702;0.008;0.067;0.1322;0.0854;0.1268;0.023;0.5372;0.0542;0.0014;0.187;0.3376;0.0464;0.7468;0.014;0.946;0.2118;0.0032;0.0828;0.0152;0.9962;0.5238;0.073;0.553;0.1462;0.605;0.1838;0.8996;0.0082;0.131;0.0044;0.5032
26_snow803.csv;0.010333333;0.0055;0.001833333;0.016166667;0;0.0185;0.0015;5.00E-04;0;0.003166667;0.007833333;0.0015;0;0;0;0.076;0.016166667;0;0;0;0.006333333;0.0445;0;0.060166667;0.000333333;0.009833333;0.044833333;0.160333333;0.004;0.002166667;0.0025;0.044833333
27_snow802.csv;0.080416667;0.066583333;0.006083333;0.01925;0.007333333;0.078916667;0.02825;0.020333333;0.001;0.047833333;0.042916667;0.035583333;0.000916667;0.002833333;0;0.218;0.018916667;0;0;0.001083333;0.065666667;0.173666667;0;0.041083333;0.013916667;0.064333333;0.161083333;0.283916667;0.05875;0.051916667;0.034416667;0.16925
28_Quindio_2_Uni.csv;0.000333333;0.0385;0;0;0.0215;0.056;0.018333333;0.000333333;0;0;0;0.001833333;0.024;0;0;0.0935;0.010333333;0;0;0.003666667;0.001;0.023333333;0;0.008;0.017166667;0;0.008666667;0.0435;0.003166667;0.005333333;0.0045;0.096166667
