Network_name;ACCESS1;bcc-csm1-1;BNU-ESM;CanESM2;CCSM4;CESM1-BGC;CESM1-CAM5;CMCC-CM;CMCC-CMS;CNRM-CM5;CSIRO-Mk3-6-0;FGOALS-g2;FIO-ESM;GFDL-CM3;GFDL-ESM2G;GFDL-ESM2M;GISS-E2-H;GISS-E2-H-CC;GISS-E2-R;GISS-E2-R-CC;HadGEM2-AO;HadGEM2-CC;inmcm4;IPSL-CM5A-LR;IPSL-CM5A-MR;MIROC-ESM;MIROC-ESM-CHEM;MIROC5;MPI-ESM-LR;MPI-ESM-MR;MRI-CGCM3;NorESM1-M
1_alarcon_co.csv;0.256;0.136;0.072;0.178;0.086;0.099;0;0.168;0.115;0.11;0.074;0.116;0.093;0.134;0.068;0.094;0.079;0.074;0.091;0.125;0.147;0.093;0.122;0.131;0.165;0.114;0.12;0.159;0.112;0.095;0.182;0.11
2_alarcon_ca.csv;0.34725;0.33125;0.37425;0.21775;0.32975;0.28275;0;0.37575;0.354;0.2325;0.38125;0.3165;0.387;0.255;0.354;0.3605;0.2575;0.257;0.30475;0.29475;0.3315;0.35075;0.17325;0.38175;0.29525;0.34625;0.3695;0.19575;0.3685;0.31625;0.1305;0.4015
4_Ortiz-Pulido_pino-ensino.csv;0.2889375;0.33175;0.28325;0.290875;0.2916875;0.3235625;0.1345625;0.3220625;0.2629375;0.324;0.261;0.2943125;0.2644375;0.26625;0.2878125;0.29525;0.26075;0.290375;0.26025;0.2638125;0.257;0.2570625;0.2623125;0.27125;0.340125;0.3000625;0.3021875;0.326125;0.302625;0.2873125;0.2945;0.2603125
5_Ortiz-Pulido_bosques.csv;0.2915;0.333125;0.2764375;0.295875;0.2913125;0.3243125;0.13875;0.322625;0.268875;0.3181875;0.26375;0.2886875;0.262375;0.2588125;0.29225;0.2896875;0.2558125;0.2864375;0.262875;0.2681875;0.2575625;0.2585;0.2568125;0.2649375;0.33625;0.297375;0.30125;0.327;0.295875;0.2893125;0.303125;0.258875
6_Ortiz-Pulido_matorral.csv;0.337375;0.3321875;0.292125;0.3170625;0.3133125;0.3400625;0.1535;0.3294375;0.2884375;0.3329375;0.2821875;0.3235;0.2820625;0.275625;0.3048125;0.316875;0.2805625;0.30825;0.2878125;0.2856875;0.27;0.2660625;0.2828125;0.2885;0.310375;0.3335;0.333875;0.337125;0.320625;0.315375;0.3313125;0.2841875
7_Ortiz-Pulido_pachuca.csv;0.338;0.283083333;0.215166667;0.295666667;0.29125;0.348583333;0.156166667;0.418333333;0.236583333;0.328916667;0.242583333;0.300166667;0.270916667;0.237083333;0.223083333;0.261833333;0.248916667;0.294166667;0.254916667;0.235583333;0.227;0.23725;0.22075;0.239333333;0.333416667;0.373083333;0.304666667;0.347083333;0.313916667;0.3065;0.35325;0.245416667
8_arizmendi.csv;0.110555556;0.219;0.194333333;0.035555556;0.065111111;0.086555556;0.046;0.040444444;0.139555556;0.111333333;0.055333333;0.125444444;0.117444444;0.093666667;0.127666667;0.042111111;0.220777778;0.219888889;0.096333333;0.135777778;0.234222222;0.178;0.117777778;0.059111111;0.027666667;0.167666667;0.076;0.058777778;0.108222222;0.100111111;0.033555556;0.079888889
9_ornelas.csv;0.3918;0.27615;0.2354;0.30665;0.336;0.3052;0.2577;0.3828;0.29065;0.35285;0.2869;0.35595;0.25535;0.2928;0.21895;0.31805;0.2756;0.3161;0.29725;0.30025;0.2874;0.28445;0.21015;0.21865;0.2472;0.3904;0.34805;0.33505;0.33385;0.36985;0.3593;0.263
10_lara3.csv;0.3202;0.1722;0.2106;0.2288;0.2306;0.19;0.4808;0.188;0.2738;0.176;0.209;0.2564;0.1702;0.2644;0.2142;0.249;0.2216;0.2252;0.2382;0.2154;0.3152;0.252;0.2014;0.1474;0.0824;0.1832;0.2342;0.1884;0.1984;0.2466;0.1798;0.204
11_lara2.csv;0.396428571;0.372428571;0.361;0.383642857;0.379428571;0.377714286;0.249357143;0.359;0.370642857;0.375714286;0.367714286;0.375142857;0.369928571;0.375357143;0.3645;0.376071429;0.3765;0.375642857;0.372428571;0.366928571;0.361214286;0.373785714;0.365571429;0.367214286;0.303428571;0.340571429;0.387928571;0.385285714;0.373071429;0.390142857;0.377357143;0.369142857
12_lara1.csv;0.391;0.3825;0.392142857;0.370857143;0.384285714;0.3825;0.243285714;0.293785714;0.403285714;0.378857143;0.3945;0.397071429;0.350857143;0.4025;0.379;0.391357143;0.384928571;0.360142857;0.368214286;0.396642857;0.4075;0.4115;0.381857143;0.376285714;0.277285714;0.357071429;0.3875;0.393642857;0.367428571;0.369785714;0.342928571;0.381142857
20_snow72.csv;0.395363636;0.553409091;0.422681818;0.394863636;0.418590909;0.278454545;0.125090909;0.296954545;0.347136364;0.555454545;0.451863636;0.594136364;0.408181818;0.561181818;0.502590909;0.580590909;0.561681818;0.585954545;0.595681818;0.596590909;0.407818182;0.422590909;0.473045455;0.421636364;0.5095;0.560227273;0.508;0.440909091;0.318727273;0.189636364;0.508409091;0.371227273
21_mang50.csv;0.056107143;0.081107143;0.123928571;0.105071429;0.154178571;0.28525;0.111178571;0.049178571;0.106321429;0.088928571;0.061678571;0.045428571;0.188964286;0.035392857;0.109392857;0.030428571;0.110035714;0.133357143;0.10525;0.084285714;0.025392857;0.057821429;0.153214286;0.180964286;0.180464286;0.024571429;0.060785714;0.020392857;0.101928571;0.095857143;0.257857143;0.147214286
22_mang1000.csv;0.033435897;0.053666667;0.090615385;0.074128205;0.132384615;0.307564103;0.039128205;0.032974359;0.077923077;0.060179487;0.042410256;0.030820513;0.169461538;0.022820513;0.084102564;0.019307692;0.078025641;0.103974359;0.076102564;0.058512821;0.016512821;0.035051282;0.127717949;0.170538462;0.173076923;0.018717949;0.041358974;0.011846154;0.085076923;0.084794872;0.314641026;0.120769231
23_mang2000.csv;0.034589744;0.055282051;0.088410256;0.077974359;0.131179487;0.30625641;0.037589744;0.034794872;0.081384615;0.061435897;0.041205128;0.031461538;0.168230769;0.023333333;0.083794872;0.019410256;0.077512821;0.103717949;0.075512821;0.056692308;0.016435897;0.035923077;0.126615385;0.169102564;0.174794872;0.01825641;0.041;0.011102564;0.084615385;0.086512821;0.309769231;0.12174359
24_wolf1.csv;0.2825;0.397428571;0.351428571;0.405571429;0.403357143;0.332428571;0.008821429;0.198;0.5805;0.400464286;0.228857143;0.326321429;0.442535714;0.165678571;0.481357143;0.271285714;0.50575;0.383214286;0.495464286;0.431535714;0.130178571;0.355964286;0.39275;0.54;0.532464286;0.195535714;0.343285714;0.062642857;0.611142857;0.562535714;0.459214286;0.332857143
25_wolf2.csv;0.231857143;0.475214286;0.467392857;0.4375;0.516535714;0.407071429;0.00875;0.117214286;0.438785714;0.46275;0.30725;0.259178571;0.562642857;0.128892857;0.581785714;0.267178571;0.502785714;0.497571429;0.466142857;0.360535714;0.107071429;0.33825;0.494035714;0.576428571;0.576928571;0.166714286;0.33125;0.043535714;0.585321429;0.459392857;0.498321429;0.453892857
26_snow803.csv;0.339568627;0.244745098;0.419039216;0.456078431;0.39945098;0.421333333;0.164921569;0.399666667;0.395764706;0.319862745;0.408921569;0.41154902;0.463196078;0.473823529;0.402490196;0.366470588;0.451882353;0.436882353;0.479235294;0.384196078;0.350137255;0.422352941;0.456411765;0.466333333;0.453215686;0.267098039;0.306784314;0.231823529;0.488666667;0.459921569;0.462901961;0.39145098
27_snow802.csv;0.333911111;0.244911111;0.427733333;0.444866667;0.410022222;0.426155556;0.151666667;0.426577778;0.4088;0.315911111;0.452977778;0.426866667;0.500044444;0.510177778;0.363066667;0.398444444;0.456288889;0.426155556;0.475755556;0.373866667;0.353866667;0.448177778;0.475888889;0.481377778;0.475133333;0.2772;0.321533333;0.244511111;0.521444444;0.497155556;0.455533333;0.405088889
28_Quindio_2_Uni.csv;0.510540541;0.393108108;0.549864865;0.600216216;0.444837838;0.409;0.170405405;0.445972973;0.484864865;0.541594595;0.49927027;0.523540541;0.506135135;0.543648649;0.532810811;0.433459459;0.542648649;0.581378378;0.577054054;0.527648649;0.539648649;0.518837838;0.586702703;0.586108108;0.501648649;0.48027027;0.483432432;0.389594595;0.549864865;0.438243243;0.619135135;0.391837838
29_snow801.csv;0.350833333;0.3934;0.2886;0.271866667;0.346166667;0.3575;0.11035;0.367933333;0.365866667;0.328566667;0.31585;0.336766667;0.33345;0.329616667;0.328716667;0.3152;0.31015;0.273833333;0.2782;0.297316667;0.33925;0.338933333;0.289816667;0.290033333;0.366683333;0.301816667;0.293633333;0.28275;0.30415;0.36415;0.29165;0.3774
30_Quindio_1_coffee.csv;0.44934;0.38324;0.49766;0.50362;0.4208;0.3744;0.14698;0.4531;0.46334;0.4774;0.46748;0.48838;0.47218;0.50024;0.50324;0.39856;0.4957;0.51446;0.50724;0.4812;0.48658;0.48922;0.50974;0.4938;0.47278;0.45636;0.4683;0.3897;0.50604;0.44412;0.5145;0.41968
31_Charguayaco.csv;0.0049375;0.001953125;0.006171875;0.00946875;0.00221875;0.00171875;0.13165625;0.00084375;0.0015;0.005828125;0.00325;0.00328125;0.001453125;0.0050625;0.003;0.0020625;0.003125;0.00490625;0.00365625;0.003171875;0.00403125;0.0035625;0.005234375;0.006953125;0.0020625;0.00609375;0.004890625;0.0008125;0.003359375;0.001;0.00825;0.0004375
32_Veinte de Julio.csv;0.0505;0.028;0.063016129;0.078241935;0.032064516;0.025048387;0.133080645;0.021822581;0.025483871;0.055274194;0.041387097;0.039629032;0.026435484;0.056935484;0.037096774;0.029790323;0.039790323;0.054709677;0.04866129;0.039774194;0.043387097;0.043112903;0.05316129;0.066387097;0.027645161;0.061725806;0.050096774;0.019370968;0.042387097;0.017370968;0.068387097;0.010403226
